# Train        Test        
    0.390271     0.371115 
    0.387836     0.357639 
    0.396241     0.374906 
    0.406222     0.391610 
    0.410150     0.381083 
    0.410167     0.390884 
    0.413463     0.406023 
    0.425724     0.408202 
    0.418918     0.404295 
    0.426041     0.403608 
    0.427701     0.402854 
    0.430428     0.396488 
    0.424136     0.397571 
    0.427276     0.405077 
    0.413928     0.398155 
    0.415267     0.393762 
    0.409882     0.395844 
    0.407071     0.378337 
    0.402122     0.375850 
    0.398334     0.373505 
    0.380354     0.375221 
    0.391091     0.384558 
    0.398586     0.383827 
    0.402784     0.387517 
    0.413219     0.391994 
    0.417264     0.392879 
    0.416126     0.413902 
    0.428251     0.411953 
    0.428178     0.410828 
    0.424048     0.402242 
    0.426255     0.404461 
    0.431027     0.414263 
    0.428371     0.411026 
    0.430663     0.417719 
    0.424803     0.415737 
    0.428259     0.398948 
    0.425065     0.399579 
    0.419735     0.395215 
    0.414390     0.398323 
    0.407301     0.393887 
    0.402929     0.385885 
    0.395243     0.387353 
    0.395167     0.385064 
    0.405465     0.390679 
    0.411763     0.392778 
    0.412327     0.402000 
    0.416734     0.406166 
    0.422006     0.402565 
    0.432298     0.398289 
    0.430828     0.408111 
    0.432383     0.405873 
    0.436418     0.405633 
    0.429875     0.414167 
    0.436034     0.409799 
    0.435950     0.408215 
    0.427855     0.415042 
    0.431606     0.402883 
    0.433056     0.402804 
    0.424542     0.405723 
    0.412136     0.396995 
    0.403207     0.387206 
    0.409502     0.397840 
    0.409519     0.386525 
    0.401574     0.387307 
    0.399342     0.383466 
    0.412634     0.400642 
    0.417792     0.405594 
    0.421094     0.405731 
    0.418600     0.421833 
    0.437574     0.418043 
    0.434694     0.423174 
    0.446422     0.427509 
    0.438930     0.415621 
    0.437531     0.430441 
    0.439272     0.417528 
    0.437351     0.414862 
    0.438410     0.414863 
    0.438121     0.410792 
    0.431499     0.407522 
    0.426769     0.409108 
    0.425719     0.402336 
    0.420132     0.388234 
    0.426216     0.407249 
    0.420765     0.399614 
    0.405254     0.387963 
    0.399459     0.383164 
    0.423553     0.397663 
    0.420857     0.400163 
    0.426481     0.416798 
    0.437726     0.406630 
    0.435750     0.411528 
    0.442605     0.412862 
    0.447360     0.409168 
    0.440433     0.427715 
    0.441164     0.429492 
    0.448476     0.422403 
    0.447978     0.429208 
    0.447297     0.428952 
    0.451383     0.413922 
    0.441204     0.411765 
    0.438200     0.420855 
    0.437721     0.401818 
    0.431528     0.416471 
    0.431884     0.416541 
    0.420508     0.405031 
    0.425100     0.402812 
    0.415498     0.412240 
    0.420731     0.401998 
    0.417559     0.403854 
    0.424477     0.402248 
    0.431378     0.406830 
    0.438041     0.410400 
    0.434635     0.413713 
    0.446971     0.413126 
    0.444446     0.420952 
    0.447492     0.425164 
    0.453198     0.424103 
    0.442184     0.427314 
    0.449186     0.424115 
    0.444271     0.407930 
    0.443627     0.417950 
    0.445946     0.422717 
    0.443457     0.422751 
    0.435926     0.404999 
    0.426901     0.407075 
    0.421927     0.411355 
    0.417928     0.394017 
    0.416015     0.414969 
    0.418841     0.400343 
    0.425874     0.405378 
    0.418566     0.412887 
    0.432709     0.413719 
    0.435060     0.417655 
    0.440264     0.430450 
    0.453009     0.427481 
    0.450357     0.429561 
    0.444482     0.416242 
    0.445243     0.432389 
    0.449920     0.412734 
    0.449631     0.433154 
    0.448039     0.433250 
    0.449937     0.428790 
    0.451253     0.407120 
    0.439378     0.414049 
    0.433926     0.415154 
    0.438549     0.404255 
    0.436173     0.420607 
    0.428238     0.389784 
