Event Rate: [0.89, 0.52, 0.32, 0.15, 0.16, 0.17, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 0.07, 0.52, 1.00]
Event Rate: [0.88, 0.52, 0.34, 0.18, 0.21, 0.25, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.23, 0.23, 0.74, 1.00]
Event Rate: [0.89, 0.53, 0.35, 0.23, 0.27, 0.34, 0.08, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.37, 0.37, 0.82, 1.00]
Event Rate: [0.89, 0.53, 0.36, 0.24, 0.29, 0.37, 0.08, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.43, 0.45, 0.86, 1.00]
Event Rate: [0.89, 0.52, 0.37, 0.24, 0.30, 0.39, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.46, 0.51, 0.88, 1.00]
Event Rate: [0.88, 0.50, 0.35, 0.23, 0.28, 0.38, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.44, 0.51, 0.89, 1.00]
Event Rate: [0.89, 0.51, 0.35, 0.23, 0.29, 0.41, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.45, 0.52, 0.90, 1.00]
Event Rate: [0.87, 0.48, 0.32, 0.20, 0.24, 0.34, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.39, 0.46, 0.86, 1.00]
Event Rate: [0.88, 0.48, 0.31, 0.19, 0.21, 0.28, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.41, 0.81, 1.00]
Event Rate: [0.89, 0.48, 0.31, 0.19, 0.20, 0.27, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.40, 0.79, 1.00]
Event Rate: [0.89, 0.48, 0.32, 0.19, 0.22, 0.30, 0.08, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 0.44, 0.82, 1.00]
Event Rate: [0.88, 0.48, 0.30, 0.18, 0.23, 0.33, 0.12, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.38, 0.45, 0.84, 1.00]
Event Rate: [0.88, 0.46, 0.30, 0.18, 0.23, 0.34, 0.13, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.38, 0.44, 0.83, 1.00]
Event Rate: [0.88, 0.47, 0.28, 0.16, 0.21, 0.31, 0.11, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.41, 0.81, 1.00]
Event Rate: [0.89, 0.47, 0.28, 0.15, 0.19, 0.28, 0.09, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.39, 0.79, 1.00]
Event Rate: [0.88, 0.45, 0.27, 0.15, 0.18, 0.26, 0.09, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.38, 0.74, 1.00]
Event Rate: [0.88, 0.45, 0.26, 0.14, 0.17, 0.26, 0.08, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.36, 0.73, 1.00]
Event Rate: [0.89, 0.45, 0.26, 0.14, 0.18, 0.27, 0.10, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.37, 0.77, 1.00]
Event Rate: [0.88, 0.44, 0.25, 0.14, 0.17, 0.27, 0.09, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.37, 0.74, 1.00]
Event Rate: [0.89, 0.43, 0.25, 0.13, 0.16, 0.26, 0.08, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.37, 0.74, 1.00]
Event Rate: [0.89, 0.44, 0.25, 0.13, 0.17, 0.26, 0.08, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.37, 0.74, 1.00]
Event Rate: [0.88, 0.43, 0.25, 0.13, 0.17, 0.27, 0.10, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.37, 0.73, 1.00]
Event Rate: [0.89, 0.42, 0.24, 0.12, 0.16, 0.26, 0.09, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.37, 0.72, 1.00]
Event Rate: [0.88, 0.41, 0.24, 0.12, 0.15, 0.24, 0.08, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.35, 0.69, 1.00]
Event Rate: [0.89, 0.42, 0.24, 0.12, 0.15, 0.24, 0.08, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.35, 0.66, 1.00]
Event Rate: [0.89, 0.41, 0.24, 0.12, 0.16, 0.25, 0.10, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.36, 0.68, 1.00]
Event Rate: [0.89, 0.41, 0.23, 0.12, 0.16, 0.25, 0.10, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.35, 0.67, 1.00]
Event Rate: [0.88, 0.41, 0.23, 0.12, 0.15, 0.24, 0.10, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.35, 0.64, 1.00]
Event Rate: [0.89, 0.41, 0.23, 0.12, 0.14, 0.23, 0.08, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.34, 0.62, 1.00]
Event Rate: [0.89, 0.41, 0.23, 0.12, 0.15, 0.23, 0.08, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.33, 0.63, 1.00]
Event Rate: [0.89, 0.41, 0.22, 0.12, 0.14, 0.23, 0.08, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.33, 0.61, 1.00]
Event Rate: [0.88, 0.40, 0.22, 0.12, 0.15, 0.24, 0.09, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.34, 0.63, 1.00]
Event Rate: [0.89, 0.41, 0.23, 0.12, 0.16, 0.25, 0.09, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.36, 0.66, 1.00]
Event Rate: [0.89, 0.41, 0.23, 0.12, 0.15, 0.24, 0.09, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.35, 0.65, 1.00]
Event Rate: [0.88, 0.40, 0.22, 0.11, 0.14, 0.22, 0.07, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.25, 0.32, 0.61, 1.00]
Event Rate: [0.88, 0.41, 0.21, 0.11, 0.13, 0.21, 0.07, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.31, 0.60, 1.00]
Event Rate: [0.89, 0.40, 0.21, 0.11, 0.14, 0.22, 0.07, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.32, 0.61, 1.00]
Event Rate: [0.88, 0.40, 0.21, 0.12, 0.15, 0.24, 0.08, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.35, 0.65, 1.00]
Event Rate: [0.88, 0.40, 0.21, 0.11, 0.14, 0.23, 0.08, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.33, 0.64, 1.00]
Event Rate: [0.89, 0.40, 0.21, 0.11, 0.14, 0.22, 0.07, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.34, 0.63, 1.00]
Event Rate: [0.88, 0.40, 0.21, 0.10, 0.13, 0.20, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.31, 0.61, 1.00]
Event Rate: [0.89, 0.39, 0.21, 0.11, 0.13, 0.21, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.34, 0.65, 1.00]
Event Rate: [0.88, 0.39, 0.21, 0.11, 0.14, 0.22, 0.07, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.34, 0.64, 1.00]
Event Rate: [0.88, 0.41, 0.21, 0.10, 0.14, 0.21, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.33, 0.66, 1.00]
Event Rate: [0.88, 0.39, 0.21, 0.10, 0.13, 0.22, 0.07, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.33, 0.65, 1.00]
Event Rate: [0.88, 0.40, 0.20, 0.10, 0.13, 0.21, 0.08, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.25, 0.32, 0.64, 1.00]
Event Rate: [0.89, 0.41, 0.21, 0.10, 0.13, 0.21, 0.09, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.34, 0.67, 1.00]
Event Rate: [0.88, 0.40, 0.20, 0.10, 0.13, 0.22, 0.10, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.33, 0.69, 1.00]
Event Rate: [0.88, 0.39, 0.21, 0.10, 0.14, 0.22, 0.11, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.35, 0.71, 1.00]
Event Rate: [0.88, 0.39, 0.20, 0.10, 0.14, 0.22, 0.10, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.34, 0.70, 1.00]
Event Rate: [0.87, 0.39, 0.21, 0.10, 0.13, 0.21, 0.09, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.33, 0.70, 1.00]
Event Rate: [0.89, 0.39, 0.20, 0.10, 0.13, 0.21, 0.08, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.33, 0.72, 1.00]
Event Rate: [0.89, 0.40, 0.20, 0.10, 0.13, 0.21, 0.09, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.34, 0.73, 1.00]
Event Rate: [0.89, 0.40, 0.21, 0.10, 0.14, 0.23, 0.10, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.36, 0.76, 1.00]
Event Rate: [0.88, 0.39, 0.20, 0.10, 0.13, 0.22, 0.10, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.34, 0.76, 1.00]
Event Rate: [0.88, 0.40, 0.20, 0.10, 0.13, 0.22, 0.10, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.34, 0.78, 1.00]
Event Rate: [0.88, 0.40, 0.20, 0.10, 0.12, 0.22, 0.10, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.35, 0.78, 1.00]
Event Rate: [0.89, 0.40, 0.21, 0.10, 0.13, 0.22, 0.10, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.35, 0.81, 1.00]
Event Rate: [0.88, 0.39, 0.20, 0.10, 0.13, 0.23, 0.11, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.36, 0.82, 1.00]
Event Rate: [0.89, 0.39, 0.20, 0.10, 0.13, 0.23, 0.12, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.37, 0.83, 1.00]
Event Rate: [0.89, 0.38, 0.20, 0.09, 0.12, 0.22, 0.10, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.36, 0.82, 1.00]
Event Rate: [0.89, 0.40, 0.21, 0.10, 0.14, 0.24, 0.12, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.38, 0.85, 1.00]
Event Rate: [0.89, 0.39, 0.21, 0.10, 0.14, 0.24, 0.12, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.38, 0.86, 1.00]
Event Rate: [0.88, 0.38, 0.20, 0.09, 0.13, 0.23, 0.12, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.36, 0.84, 1.00]
Event Rate: [0.88, 0.39, 0.21, 0.10, 0.13, 0.23, 0.12, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.37, 0.87, 1.00]
Event Rate: [0.89, 0.40, 0.21, 0.10, 0.13, 0.23, 0.13, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.37, 0.85, 1.00]
Event Rate: [0.89, 0.40, 0.21, 0.10, 0.13, 0.24, 0.13, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.38, 0.87, 1.00]
Event Rate: [0.88, 0.39, 0.21, 0.10, 0.14, 0.25, 0.15, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.39, 0.88, 1.00]
Event Rate: [0.88, 0.39, 0.20, 0.10, 0.14, 0.25, 0.15, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.40, 0.88, 1.00]
Event Rate: [0.88, 0.38, 0.21, 0.10, 0.14, 0.26, 0.15, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.41, 0.89, 1.00]
Event Rate: [0.88, 0.37, 0.20, 0.09, 0.14, 0.25, 0.13, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.40, 0.89, 1.00]
Event Rate: [0.88, 0.37, 0.20, 0.09, 0.13, 0.24, 0.12, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.38, 0.88, 1.00]
Event Rate: [0.89, 0.39, 0.21, 0.10, 0.14, 0.26, 0.13, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.42, 0.90, 1.00]
Event Rate: [0.89, 0.39, 0.21, 0.10, 0.15, 0.27, 0.14, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.42, 0.90, 1.00]
Event Rate: [0.88, 0.38, 0.21, 0.09, 0.13, 0.25, 0.13, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.40, 0.89, 1.00]
Event Rate: [0.89, 0.38, 0.21, 0.09, 0.13, 0.25, 0.13, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.40, 0.89, 1.00]
Event Rate: [0.88, 0.38, 0.21, 0.09, 0.13, 0.24, 0.11, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.39, 0.89, 1.00]
Event Rate: [0.88, 0.39, 0.21, 0.09, 0.13, 0.24, 0.11, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.38, 0.90, 1.00]
Event Rate: [0.89, 0.39, 0.21, 0.09, 0.14, 0.27, 0.13, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.42, 0.91, 1.00]
Event Rate: [0.89, 0.38, 0.21, 0.09, 0.13, 0.26, 0.14, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.41, 0.91, 1.00]
Event Rate: [0.89, 0.39, 0.22, 0.09, 0.14, 0.27, 0.17, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.42, 0.92, 1.00]
Event Rate: [0.88, 0.38, 0.21, 0.09, 0.14, 0.26, 0.17, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.41, 0.91, 1.00]
Event Rate: [0.88, 0.38, 0.21, 0.08, 0.13, 0.24, 0.16, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.40, 0.90, 1.00]
Event Rate: [0.89, 0.38, 0.21, 0.08, 0.12, 0.23, 0.15, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.39, 0.90, 1.00]
Event Rate: [0.89, 0.38, 0.21, 0.08, 0.13, 0.24, 0.17, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.40, 0.90, 1.00]
Event Rate: [0.89, 0.38, 0.22, 0.09, 0.14, 0.28, 0.20, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.43, 0.92, 1.00]
Event Rate: [0.88, 0.39, 0.21, 0.09, 0.14, 0.27, 0.20, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.43, 0.92, 1.00]
Event Rate: [0.88, 0.38, 0.22, 0.09, 0.14, 0.27, 0.20, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.42, 0.91, 1.00]
Event Rate: [0.88, 0.38, 0.21, 0.09, 0.14, 0.27, 0.20, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.43, 0.92, 1.00]
Event Rate: [0.89, 0.39, 0.20, 0.08, 0.13, 0.25, 0.17, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.41, 0.91, 1.00]
Event Rate: [0.89, 0.38, 0.20, 0.08, 0.13, 0.24, 0.17, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.40, 0.90, 1.00]
Event Rate: [0.89, 0.37, 0.20, 0.08, 0.13, 0.25, 0.18, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.41, 0.90, 1.00]
Event Rate: [0.88, 0.37, 0.20, 0.08, 0.13, 0.24, 0.18, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.40, 0.89, 1.00]
Event Rate: [0.88, 0.37, 0.20, 0.07, 0.13, 0.24, 0.18, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.40, 0.90, 1.00]
Event Rate: [0.89, 0.37, 0.20, 0.07, 0.12, 0.23, 0.17, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.40, 0.91, 1.00]
Event Rate: [0.88, 0.36, 0.19, 0.07, 0.12, 0.23, 0.17, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.39, 0.90, 1.00]
Event Rate: [0.89, 0.37, 0.20, 0.07, 0.11, 0.23, 0.16, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.39, 0.90, 1.00]
Event Rate: [0.88, 0.37, 0.21, 0.08, 0.13, 0.25, 0.20, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.41, 0.91, 1.00]
Event Rate: [0.89, 0.38, 0.21, 0.08, 0.13, 0.26, 0.21, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.43, 0.91, 1.00]
Event Rate: [0.88, 0.37, 0.20, 0.08, 0.14, 0.27, 0.22, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.43, 0.91, 1.00]
Event Rate: [0.88, 0.36, 0.20, 0.08, 0.14, 0.27, 0.22, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.43, 0.91, 1.00]
Event Rate: [0.88, 0.38, 0.21, 0.08, 0.14, 0.28, 0.23, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.35, 0.44, 0.91, 1.00]
Event Rate: [0.88, 0.36, 0.19, 0.07, 0.12, 0.24, 0.20, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.40, 0.90, 1.00]
Event Rate: [0.88, 0.37, 0.20, 0.08, 0.14, 0.26, 0.22, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.43, 0.92, 1.00]
Event Rate: [0.88, 0.38, 0.20, 0.08, 0.13, 0.26, 0.22, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.41, 0.92, 1.00]
Event Rate: [0.88, 0.37, 0.21, 0.08, 0.14, 0.27, 0.24, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.43, 0.92, 1.00]
Event Rate: [0.89, 0.37, 0.21, 0.08, 0.15, 0.29, 0.25, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.35, 0.44, 0.93, 1.00]
Event Rate: [0.89, 0.38, 0.21, 0.08, 0.14, 0.27, 0.23, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.43, 0.92, 1.00]
Event Rate: [0.87, 0.35, 0.19, 0.07, 0.12, 0.24, 0.20, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.38, 0.89, 1.00]
Event Rate: [0.88, 0.37, 0.20, 0.08, 0.13, 0.26, 0.22, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.42, 0.91, 1.00]
Event Rate: [0.88, 0.37, 0.20, 0.08, 0.14, 0.26, 0.22, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.42, 0.92, 1.00]
Event Rate: [0.88, 0.37, 0.20, 0.07, 0.13, 0.26, 0.21, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.42, 0.91, 1.00]
Event Rate: [0.88, 0.36, 0.20, 0.08, 0.14, 0.28, 0.24, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.43, 0.92, 1.00]
